,0
2551,"{'id': 64502697, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '1508001', 'nomeIBGE': 'TOMÉ-AÇU', 'nomeIBGEsemAcento': 'TOME-ACU', 'pais': 'BRASIL', 'uf': {'sigla': 'PA', 'nome': 'PARÁ'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1822556.0, 'quantidadeBeneficiados': 8735}"
2552,"{'id': 75404262, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '1508035', 'nomeIBGE': 'TRACUATEUA', 'nomeIBGEsemAcento': 'TRACUATEUA', 'pais': 'BRASIL', 'uf': {'sigla': 'PA', 'nome': 'PARÁ'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1210519.0, 'quantidadeBeneficiados': 4943}"
2553,"{'id': 66804749, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '1508050', 'nomeIBGE': 'TRAIRÃO', 'nomeIBGEsemAcento': 'TRAIRAO', 'pais': 'BRASIL', 'uf': {'sigla': 'PA', 'nome': 'PARÁ'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 407754.0, 'quantidadeBeneficiados': 2039}"
2554,"{'id': 69002836, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '1508084', 'nomeIBGE': 'TUCUMÃ', 'nomeIBGEsemAcento': 'TUCUMA', 'pais': 'BRASIL', 'uf': {'sigla': 'PA', 'nome': 'PARÁ'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 236238.0, 'quantidadeBeneficiados': 1659}"
2555,"{'id': 72303122, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '1508100', 'nomeIBGE': 'TUCURUÍ', 'nomeIBGEsemAcento': 'TUCURUI', 'pais': 'BRASIL', 'uf': {'sigla': 'PA', 'nome': 'PARÁ'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1691893.0, 'quantidadeBeneficiados': 9337}"
2556,"{'id': 74105196, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '1508126', 'nomeIBGE': 'ULIANÓPOLIS', 'nomeIBGEsemAcento': 'ULIANOPOLIS', 'pais': 'BRASIL', 'uf': {'sigla': 'PA', 'nome': 'PARÁ'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 722952.0, 'quantidadeBeneficiados': 3098}"
2557,"{'id': 69003332, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '1508159', 'nomeIBGE': 'URUARÁ', 'nomeIBGEsemAcento': 'URUARA', 'pais': 'BRASIL', 'uf': {'sigla': 'PA', 'nome': 'PARÁ'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1248108.0, 'quantidadeBeneficiados': 5694}"
2558,"{'id': 64304135, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '1508209', 'nomeIBGE': 'VIGIA', 'nomeIBGEsemAcento': 'VIGIA', 'pais': 'BRASIL', 'uf': {'sigla': 'PA', 'nome': 'PARÁ'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1343820.0, 'quantidadeBeneficiados': 7279}"
2559,"{'id': 62403637, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '1508308', 'nomeIBGE': 'VISEU', 'nomeIBGEsemAcento': 'VISEU', 'pais': 'BRASIL', 'uf': {'sigla': 'PA', 'nome': 'PARÁ'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 2580718.0, 'quantidadeBeneficiados': 8637}"
2560,"{'id': 76003111, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '1508357', 'nomeIBGE': 'VITÓRIA DO XINGU', 'nomeIBGEsemAcento': 'VITORIA DO XINGU', 'pais': 'BRASIL', 'uf': {'sigla': 'PA', 'nome': 'PARÁ'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 261455.0, 'quantidadeBeneficiados': 1127}"
2561,"{'id': 63405208, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '1508407', 'nomeIBGE': 'XINGUARA', 'nomeIBGEsemAcento': 'XINGUARA', 'pais': 'BRASIL', 'uf': {'sigla': 'PA', 'nome': 'PARÁ'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 646652.0, 'quantidadeBeneficiados': 3232}"
2562,"{'id': 62703791, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2500106', 'nomeIBGE': 'ÁGUA BRANCA', 'nomeIBGEsemAcento': 'AGUA BRANCA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 395744.0, 'quantidadeBeneficiados': 1496}"
2563,"{'id': 72603132, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2500205', 'nomeIBGE': 'AGUIAR', 'nomeIBGEsemAcento': 'AGUIAR', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 192164.0, 'quantidadeBeneficiados': 778}"
2564,"{'id': 72303904, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2500304', 'nomeIBGE': 'ALAGOA GRANDE', 'nomeIBGEsemAcento': 'ALAGOA GRANDE', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 790812.0, 'quantidadeBeneficiados': 4511}"
2565,"{'id': 75804131, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2500403', 'nomeIBGE': 'ALAGOA NOVA', 'nomeIBGEsemAcento': 'ALAGOA NOVA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 458070.0, 'quantidadeBeneficiados': 2405}"
2566,"{'id': 65904573, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2500502', 'nomeIBGE': 'ALAGOINHA', 'nomeIBGEsemAcento': 'ALAGOINHA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 601678.0, 'quantidadeBeneficiados': 2459}"
2567,"{'id': 69404874, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2500536', 'nomeIBGE': 'ALCANTIL', 'nomeIBGEsemAcento': 'ALCANTIL', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 113542.0, 'quantidadeBeneficiados': 721}"
2568,"{'id': 63202332, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2500577', 'nomeIBGE': 'ALGODÃO DE JANDAÍRA', 'nomeIBGEsemAcento': 'ALGODAO DE JANDAIRA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 175919.0, 'quantidadeBeneficiados': 511}"
2569,"{'id': 64004683, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2500601', 'nomeIBGE': 'ALHANDRA', 'nomeIBGEsemAcento': 'ALHANDRA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 643001.0, 'quantidadeBeneficiados': 3640}"
2570,"{'id': 62503858, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2500734', 'nomeIBGE': 'AMPARO', 'nomeIBGEsemAcento': 'AMPARO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 112886.0, 'quantidadeBeneficiados': 453}"
2571,"{'id': 68604305, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2500775', 'nomeIBGE': 'APARECIDA', 'nomeIBGEsemAcento': 'APARECIDA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 257445.0, 'quantidadeBeneficiados': 1142}"
2572,"{'id': 74402786, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2500809', 'nomeIBGE': 'ARAÇAGI', 'nomeIBGEsemAcento': 'ARACAGI', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 702430.0, 'quantidadeBeneficiados': 3198}"
2573,"{'id': 69002181, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2500908', 'nomeIBGE': 'ARARA', 'nomeIBGEsemAcento': 'ARARA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 384312.0, 'quantidadeBeneficiados': 2114}"
2574,"{'id': 66204108, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501005', 'nomeIBGE': 'ARARUNA', 'nomeIBGEsemAcento': 'ARARUNA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 456750.0, 'quantidadeBeneficiados': 2462}"
2575,"{'id': 73902675, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501104', 'nomeIBGE': 'AREIA', 'nomeIBGEsemAcento': 'AREIA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 587595.0, 'quantidadeBeneficiados': 3232}"
2576,"{'id': 64004690, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501153', 'nomeIBGE': 'AREIA DE BARAÚNAS', 'nomeIBGEsemAcento': 'AREIA DE BARAUNAS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 86400.0, 'quantidadeBeneficiados': 316}"
2577,"{'id': 67605377, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501203', 'nomeIBGE': 'AREIAL', 'nomeIBGEsemAcento': 'AREIAL', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 325459.0, 'quantidadeBeneficiados': 1143}"
2578,"{'id': 76502659, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501302', 'nomeIBGE': 'AROEIRAS', 'nomeIBGEsemAcento': 'AROEIRAS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 968918.0, 'quantidadeBeneficiados': 3587}"
2579,"{'id': 70905454, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501351', 'nomeIBGE': 'ASSUNÇÃO', 'nomeIBGEsemAcento': 'ASSUNCAO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 213624.0, 'quantidadeBeneficiados': 853}"
2580,"{'id': 73103522, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501401', 'nomeIBGE': 'BAÍA DA TRAIÇÃO', 'nomeIBGEsemAcento': 'BAIA DA TRAICAO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 383324.0, 'quantidadeBeneficiados': 1625}"
2581,"{'id': 67705084, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501500', 'nomeIBGE': 'BANANEIRAS', 'nomeIBGEsemAcento': 'BANANEIRAS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 790622.0, 'quantidadeBeneficiados': 3203}"
2582,"{'id': 67402023, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501534', 'nomeIBGE': 'BARAÚNA', 'nomeIBGEsemAcento': 'BARAUNA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 201796.0, 'quantidadeBeneficiados': 901}"
2583,"{'id': 74103128, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501609', 'nomeIBGE': 'BARRA DE SANTA ROSA', 'nomeIBGEsemAcento': 'BARRA DE SANTA ROSA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 616518.0, 'quantidadeBeneficiados': 2550}"
2584,"{'id': 67103130, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501575', 'nomeIBGE': 'BARRA DE SANTANA', 'nomeIBGEsemAcento': 'BARRA DE SANTANA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 234861.0, 'quantidadeBeneficiados': 1127}"
2585,"{'id': 63002446, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501708', 'nomeIBGE': 'BARRA DE SÃO MIGUEL', 'nomeIBGEsemAcento': 'BARRA DE SAO MIGUEL', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 297746.0, 'quantidadeBeneficiados': 1258}"
2586,"{'id': 75803421, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501807', 'nomeIBGE': 'BAYEUX', 'nomeIBGEsemAcento': 'BAYEUX', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 2031910.0, 'quantidadeBeneficiados': 10993}"
2587,"{'id': 75502874, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2501906', 'nomeIBGE': 'BELÉM', 'nomeIBGEsemAcento': 'BELEM', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 407604.0, 'quantidadeBeneficiados': 2283}"
2588,"{'id': 70503826, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2502003', 'nomeIBGE': 'BELÉM DO BREJO DO CRUZ', 'nomeIBGEsemAcento': 'BELEM DO BREJO DO CRUZ', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 281048.0, 'quantidadeBeneficiados': 1249}"
2589,"{'id': 72703526, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2502052', 'nomeIBGE': 'BERNARDINO BATISTA', 'nomeIBGEsemAcento': 'BERNARDINO BATISTA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 159304.0, 'quantidadeBeneficiados': 522}"
2590,"{'id': 72604396, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2502102', 'nomeIBGE': 'BOA VENTURA', 'nomeIBGEsemAcento': 'BOA VENTURA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 277486.0, 'quantidadeBeneficiados': 1070}"
2591,"{'id': 63003184, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2502151', 'nomeIBGE': 'BOA VISTA', 'nomeIBGEsemAcento': 'BOA VISTA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 130218.0, 'quantidadeBeneficiados': 730}"
2592,"{'id': 65204691, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2502201', 'nomeIBGE': 'BOM JESUS', 'nomeIBGEsemAcento': 'BOM JESUS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 80265.0, 'quantidadeBeneficiados': 337}"
2593,"{'id': 70202090, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2502300', 'nomeIBGE': 'BOM SUCESSO', 'nomeIBGEsemAcento': 'BOM SUCESSO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 173369.0, 'quantidadeBeneficiados': 812}"
2594,"{'id': 76503918, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2502409', 'nomeIBGE': 'BONITO DE SANTA FÉ', 'nomeIBGEsemAcento': 'BONITO DE SANTA FE', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 382305.0, 'quantidadeBeneficiados': 1517}"
2595,"{'id': 64003129, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2502508', 'nomeIBGE': 'BOQUEIRÃO', 'nomeIBGEsemAcento': 'BOQUEIRAO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 707653.0, 'quantidadeBeneficiados': 3040}"
2596,"{'id': 76604892, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2502706', 'nomeIBGE': 'BORBOREMA', 'nomeIBGEsemAcento': 'BORBOREMA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 162961.0, 'quantidadeBeneficiados': 760}"
2597,"{'id': 65204833, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2502805', 'nomeIBGE': 'BREJO DO CRUZ', 'nomeIBGEsemAcento': 'BREJO DO CRUZ', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 397316.0, 'quantidadeBeneficiados': 2069}"
2598,"{'id': 73903826, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2502904', 'nomeIBGE': 'BREJO DOS SANTOS', 'nomeIBGEsemAcento': 'BREJO DOS SANTOS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 248375.0, 'quantidadeBeneficiados': 1003}"
2599,"{'id': 75602531, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2503001', 'nomeIBGE': 'CAAPORÃ', 'nomeIBGEsemAcento': 'CAAPORA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 758698.0, 'quantidadeBeneficiados': 3834}"
2600,"{'id': 74504367, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2503100', 'nomeIBGE': 'CABACEIRAS', 'nomeIBGEsemAcento': 'CABACEIRAS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 102476.0, 'quantidadeBeneficiados': 688}"
2601,"{'id': 71504573, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2503209', 'nomeIBGE': 'CABEDELO', 'nomeIBGEsemAcento': 'CABEDELO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1531513.0, 'quantidadeBeneficiados': 6715}"
2602,"{'id': 69002949, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2503308', 'nomeIBGE': 'CACHOEIRA DOS ÍNDIOS', 'nomeIBGEsemAcento': 'CACHOEIRA DOS INDIOS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 298468.0, 'quantidadeBeneficiados': 1462}"
2603,"{'id': 75402416, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2503407', 'nomeIBGE': 'CACIMBA DE AREIA', 'nomeIBGEsemAcento': 'CACIMBA DE AREIA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 184141.0, 'quantidadeBeneficiados': 778}"
2604,"{'id': 64702735, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2503506', 'nomeIBGE': 'CACIMBA DE DENTRO', 'nomeIBGEsemAcento': 'CACIMBA DE DENTRO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 658023.0, 'quantidadeBeneficiados': 2766}"
2605,"{'id': 76104769, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2503555', 'nomeIBGE': 'CACIMBAS', 'nomeIBGEsemAcento': 'CACIMBAS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 425827.0, 'quantidadeBeneficiados': 1436}"
2606,"{'id': 67902661, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2503605', 'nomeIBGE': 'CAIÇARA', 'nomeIBGEsemAcento': 'CAICARA', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 264709.0, 'quantidadeBeneficiados': 1193}"
2607,"{'id': 69203241, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2503704', 'nomeIBGE': 'CAJAZEIRAS', 'nomeIBGEsemAcento': 'CAJAZEIRAS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1916703.0, 'quantidadeBeneficiados': 7809}"
2608,"{'id': 64904266, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2503753', 'nomeIBGE': 'CAJAZEIRINHAS', 'nomeIBGEsemAcento': 'CAJAZEIRINHAS', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 216120.0, 'quantidadeBeneficiados': 778}"
2609,"{'id': 66903534, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2503803', 'nomeIBGE': 'CALDAS BRANDÃO', 'nomeIBGEsemAcento': 'CALDAS BRANDAO', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 241184.0, 'quantidadeBeneficiados': 1107}"
2610,"{'id': 67904304, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2503902', 'nomeIBGE': 'CAMALAÚ', 'nomeIBGEsemAcento': 'CAMALAU', 'pais': 'BRASIL', 'uf': {'sigla': 'PB', 'nome': 'PARAÍBA'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 219897.0, 'quantidadeBeneficiados': 1089}"
